variant,m,n,k,us,tflops,gbps,sm_mhz,power_w,backend
tp4,16,6912,5120,13.117,86.34,2806.96,2062,481.0,CUBLASLT
tp4,32,6912,5120,16.058,141.05,2311.75,2062,481.6,CUTLASS
tp4,32,6912,5120,13.213,171.42,2809.51,2062,461.1,CUBLASLT
tp4,64,6912,5120,16.096,281.43,2343.95,2062,453.1,CUTLASS
tp4,64,6912,5120,13.165,344.08,2865.80,2062,453.0,CUBLASLT
tp4,128,6912,5120,16.496,549.21,2360.61,2062,453.0,CUTLASS
tp4,128,6912,5120,13.168,688.01,2957.22,2062,409.3,CUBLASLT
tp4,256,6912,5120,17.299,1047.42,2392.39,2062,406.3,CUTLASS
tp4,256,6912,5120,13.318,1360.52,3107.52,2062,373.8,CUBLASLT
tp4,1024,6912,5120,36.346,1994.10,1542.34,2062,374.6,CUTLASS
tp4,1024,6912,5120,27.530,2632.68,2036.25,2062,387.5,CUBLASLT
tp4,2048,6912,5120,73.472,1972.93,1029.24,2062,388.2,CUTLASS
tp4,2048,6912,5120,47.418,3056.96,1594.76,2062,398.2,CUBLASLT
tp4,4096,6912,5120,106.903,2711.90,1073.36,2062,398.6,CUTLASS
tp4,4096,6912,5120,96.742,2996.74,1186.10,2062,398.9,CUBLASLT
tp4,8192,6912,5120,203.562,2848.37,948.09,2062,404.9,CUTLASS
tp4,8192,6912,5120,188.113,3082.30,1025.95,2062,403.6,CUBLASLT
tp4,16384,6912,5120,381.988,3035.81,914.94,2062,401.7,CUTLASS
tp4,16384,6912,5120,356.542,3252.47,980.24,2062,407.2,CUBLASLT
tp8,1,3456,5120,14.381,2.46,1271.13,2062,422.1,CUTLASS
tp8,1,3456,5120,9.034,3.92,2023.49,2062,437.0,CUBLASLT
tp8,2,3456,5120,14.598,4.85,1253.06,2062,436.4,CUTLASS
tp8,2,3456,5120,8.995,7.87,2033.60,2062,435.2,CUBLASLT
tp8,4,3456,5120,14.490,9.77,1264.06,2062,436.0,CUTLASS
tp8,4,3456,5120,9.187,15.41,1993.72,2062,439.2,CUBLASLT
tp8,8,3456,5120,14.371,19.70,1277.88,2062,439.4,CUTLASS
tp8,8,3456,5120,8.992,31.49,2042.31,2062,441.3,CUBLASLT
tp8,16,3456,5120,14.317,39.55,1289.42,2062,441.3,CUTLASS
tp8,16,3456,5120,9.095,62.26,2029.76,2062,441.1,CUBLASLT
tp8,32,3456,5120,14.240,79.53,1309.91,2062,441.1,CUTLASS
tp8,32,3456,5120,9.104,124.39,2048.90,2062,442.0,CUBLASLT
tp8,64,3456,5120,14.205,159.45,1340.25,2062,442.0,CUTLASS
tp8,64,3456,5120,11.155,203.04,1706.70,2062,445.4,CUBLASLT
tp8,128,3456,5120,14.400,314.57,1375.57,2062,445.2,CUTLASS
tp8,128,3456,5120,11.213,403.98,1766.54,2062,435.9,CUBLASLT
tp8,256,3456,5120,14.618,619.76,1461.82,2062,426.1,CUTLASS
tp8,256,3456,5120,11.325,799.97,1886.87,2062,422.5,CUBLASLT
tp8,1024,3456,5120,23.357,1551.52,1315.76,2062,415.0,CUTLASS
tp8,1024,3456,5120,17.558,2063.95,1750.33,2062,406.8,CUBLASLT
tp8,2048,3456,5120,36.982,1959.81,1168.59,2062,397.6,CUTLASS
tp8,2048,3456,5120,29.635,2445.67,1458.31,2062,396.4,CUBLASLT
tp8,4096,3456,5120,69.572,2083.53,980.08,2062,395.8,CUTLASS
tp8,4096,3456,5120,46.765,3099.65,1458.06,2062,398.3,CUBLASLT
tp8,8192,3456,5120,126.772,2286.86,931.79,2062,398.5,CUTLASS
tp8,8192,3456,5120,101.837,2846.81,1159.94,2062,398.7,CUBLASLT
tp8,16384,3456,5120,221.569,2616.88,983.90,2062,399.3,CUTLASS
tp8,16384,3456,5120,187.610,3090.56,1161.99,2062,401.2,CUBLASLT
