variant,m,n,k,us,tflops,gbps,sm_mhz,power_w,backend
tp4,4096,5120,3456,29.533,4908.24,2026.85,2062,416.2,CUBLASLT
tp4,8192,5120,3456,60.896,4760.74,1802.49,2062,414.1,CUTLASS
tp4,8192,5120,3456,54.781,5292.17,2003.70,2062,411.3,CUBLASLT
tp4,16384,5120,3456,108.967,5321.07,1923.30,2062,412.5,CUTLASS
tp4,16384,5120,3456,107.946,5371.39,1941.49,2062,412.4,CUBLASLT
tp8,1,5120,1728,8.150,2.17,613.69,2062,411.3,CUTLASS
tp8,1,5120,1728,5.430,3.26,921.10,2062,411.3,CUBLASLT
tp8,2,5120,1728,8.070,4.39,621.15,2062,415.1,CUTLASS
tp8,2,5120,1728,5.363,6.60,934.68,2062,415.1,CUBLASLT
tp8,4,5120,1728,8.080,8.76,623.13,2062,422.2,CUTLASS
tp8,4,5120,1728,5.462,12.96,921.80,2062,423.2,CUBLASLT
tp8,8,5120,1728,8.195,17.27,619.80,2062,424.8,CUTLASS
tp8,8,5120,1728,5.305,26.68,957.45,2062,426.3,CUBLASLT
tp8,16,5120,1728,8.205,34.51,629.88,2062,426.1,CUTLASS
tp8,16,5120,1728,5.469,51.77,944.99,2062,423.1,CUBLASLT
tp8,32,5120,1728,8.131,69.64,657.46,2062,423.1,CUTLASS
tp8,32,5120,1728,5.466,103.59,978.01,2062,427.8,CUBLASLT
tp8,64,5120,1728,8.106,139.71,703.32,2062,427.9,CUTLASS
tp8,64,5120,1728,5.478,206.73,1040.73,2062,425.1,CUBLASLT
tp8,128,5120,1728,8.563,264.50,748.78,2062,425.0,CUTLASS
tp8,128,5120,1728,5.533,409.35,1158.82,2062,425.1,CUBLASLT
tp8,256,5120,1728,8.643,524.11,907.89,2062,425.2,CUTLASS
tp8,256,5120,1728,5.683,797.09,1380.77,2062,426.3,CUBLASLT
tp8,1024,5120,1728,11.629,1558.12,1415.23,2062,427.8,CUTLASS
tp8,1024,5120,1728,8.707,2081.01,1890.17,2062,427.7,CUBLASLT
tp8,2048,5120,1728,15.302,2368.24,1825.83,2062,426.6,CUTLASS
tp8,2048,5120,1728,12.822,2826.30,2178.97,2062,426.7,CUBLASLT
tp8,4096,5120,1728,21.981,3297.28,2315.68,2062,427.5,CUTLASS
tp8,4096,5120,1728,20.451,3543.96,2488.92,2062,427.5,CUBLASLT
tp8,8192,5120,1728,36.301,3993.14,2667.29,2062,426.9,CUTLASS
tp8,8192,5120,1728,36.102,4015.16,2681.99,2062,426.9,CUBLASLT
tp8,16384,5120,1728,65.600,4419.36,2876.13,2062,425.5,CUTLASS
tp8,16384,5120,1728,66.938,4331.03,2818.64,2062,425.3,CUBLASLT
