variant,E,n,k,T,sum_m,us,tflops,gbps,sm_mhz,power_w,backend
tp4,257,5120,384,16,144,74.397,7.61,1525.74,2062,327.1,CUTLASS
tp4,257,5120,384,16,144,77.949,7.26,1456.21,2062,345.1,CUBLASLT
tp4,257,5120,384,32,288,111.517,10.16,1657.86,2062,366.5,CUTLASS
tp4,257,5120,384,32,288,108.138,10.47,1709.66,2062,368.1,CUBLASLT
tp4,257,5120,384,64,576,161.860,13.99,1585.57,2062,379.2,CUTLASS
tp4,257,5120,384,64,576,135.825,16.68,1889.50,2062,378.6,CUBLASLT
tp4,257,5120,384,128,1152,175.300,25.84,1662.77,2062,376.3,CUTLASS
tp4,257,5120,384,128,1152,148.167,30.57,1967.26,2062,372.3,CUBLASLT
tp4,257,5120,384,256,2304,180.672,50.14,1710.55,2062,379.5,CUTLASS
tp4,257,5120,384,256,2304,150.068,60.37,2059.40,2062,380.8,CUBLASLT
tp4,257,5120,384,1024,9216,194.922,185.91,1955.52,2062,389.2,CUTLASS
tp4,257,5120,384,1024,9216,156.733,231.21,2431.99,2062,386.8,CUBLASLT
tp4,257,5120,384,2048,18432,183.812,394.30,2596.89,2062,388.3,CUTLASS
tp4,257,5120,384,2048,18432,161.524,448.71,2955.22,2062,391.6,CUBLASLT
tp4,257,5120,384,4096,36864,291.620,497.07,2297.64,2062,405.8,CUTLASS
tp4,257,5120,384,4096,36864,292.635,495.34,2289.67,2062,405.0,CUBLASLT
tp4,257,5120,384,8192,73728,483.911,599.10,2181.16,2062,412.8,CUTLASS
tp4,257,5120,384,8192,73728,354.401,818.03,2978.23,2062,414.9,CUBLASLT
tp4,257,5120,384,16384,147456,786.393,737.32,2322.51,2062,410.4,CUTLASS
tp4,257,5120,384,16384,147456,638.757,907.73,2859.32,2062,412.6,CUBLASLT
tp8,257,5120,192,1,9,12.867,1.38,395.08,2062,219.9,CUTLASS
tp8,257,5120,192,1,9,35.101,0.50,144.82,2062,230.1,CUBLASLT
tp8,257,5120,192,2,18,18.486,1.91,519.99,2062,250.9,CUTLASS
tp8,257,5120,192,2,18,39.421,0.90,243.84,2062,250.9,CUBLASLT
tp8,257,5120,192,4,36,25.216,2.81,674.45,2062,267.7,CUTLASS
tp8,257,5120,192,4,36,42.752,1.66,397.81,2062,286.6,CUBLASLT
tp8,257,5120,192,8,72,41.715,3.39,748.93,2062,307.3,CUTLASS
tp8,257,5120,192,8,72,56.160,2.52,556.29,2062,307.3,CUBLASLT
tp8,257,5120,192,16,144,72.269,3.92,795.53,2062,326.1,CUTLASS
tp8,257,5120,192,16,144,75.584,3.75,760.64,2062,345.5,CUBLASLT
tp8,257,5120,192,32,288,114.042,4.97,823.50,2062,369.5,CUTLASS
tp8,257,5120,192,32,288,102.871,5.50,912.93,2062,369.5,CUBLASLT
tp8,257,5120,192,64,576,145.706,7.77,900.92,2062,386.5,CUTLASS
tp8,257,5120,192,64,576,129.325,8.76,1015.04,2062,406.0,CUBLASLT
tp8,257,5120,192,128,1152,173.764,13.03,872.68,2062,417.6,CUTLASS
tp8,257,5120,192,128,1152,138.260,16.38,1096.77,2062,416.1,CUBLASLT
tp8,257,5120,192,256,2304,176.103,25.72,944.45,2062,409.1,CUTLASS
tp8,257,5120,192,256,2304,140.398,32.26,1184.64,2062,408.8,CUBLASLT
tp8,257,5120,192,1024,9216,184.580,98.17,1288.18,2062,416.2,CUTLASS
tp8,257,5120,192,1024,9216,145.034,124.93,1639.43,2062,412.0,CUBLASLT
tp8,257,5120,192,2048,18432,179.840,201.51,1851.88,2062,415.4,CUTLASS
tp8,257,5120,192,2048,18432,149.124,243.01,2233.32,2062,411.6,CUBLASLT
tp8,257,5120,192,4096,36864,286.205,253.24,1830.02,2062,404.6,CUTLASS
tp8,257,5120,192,4096,36864,272.347,266.12,1923.14,2062,399.6,CUBLASLT
tp8,257,5120,192,8192,73728,465.003,311.73,1946.72,2062,385.1,CUTLASS
tp8,257,5120,192,8192,73728,325.930,444.74,2777.38,2062,383.3,CUBLASLT
tp8,257,5120,192,16384,147456,769.598,376.70,2167.60,2062,370.5,CUTLASS
tp8,257,5120,192,16384,147456,551.199,525.96,3026.45,2062,369.8,CUBLASLT
