variant,m,n,k,us,tflops,gbps,sm_mhz,power_w,backend
tp8,257,3456,5120,12.627,720.29,990.77,2062,451.4,CUTLASS
tp8,512,3456,5120,8.339,2172.85,1794.79,2062,431.9,CUBLASLT
tp8,512,3456,5120,12.663,1430.89,1181.93,2062,431.9,CUTLASS
tp8,513,3456,5120,8.483,2140.14,1770.27,2062,429.2,CUBLASLT
tp8,513,3456,5120,12.906,1406.69,1163.58,2062,429.2,CUTLASS
tp8,1024,3456,5120,12.122,2989.51,1648.27,2062,437.6,CUBLASLT
tp8,1024,3456,5120,13.158,2754.13,1518.49,2062,443.1,CUTLASS
tp8,1536,3456,5120,15.590,3486.73,1603.19,2062,429.9,CUBLASLT
tp8,1536,3456,5120,19.178,2834.40,1303.25,2062,429.7,CUTLASS
tp8,2048,3456,5120,19.622,3693.69,1529.27,2062,425.6,CUBLASLT
tp8,2048,3456,5120,20.157,3595.65,1488.68,2062,437.6,CUTLASS
tp8,4096,3456,5120,25.651,5651.05,1951.63,2062,417.3,CUBLASLT
tp8,4096,3456,5120,34.093,4251.76,1468.38,2062,425.6,CUTLASS
tp8,5120,3456,5120,35.725,5071.91,1681.97,2062,431.5,CUBLASLT
tp8,5120,3456,5120,39.866,4545.07,1507.26,2062,430.9,CUTLASS
tp8,8192,3456,5120,48.931,5924.88,1842.79,2062,419.4,CUBLASLT
tp8,8192,3456,5120,59.712,4855.14,1510.07,2062,417.3,CUTLASS
tp8,10240,3456,5120,71.853,5043.46,1534.01,2062,426.3,CUBLASLT
tp8,10240,3456,5120,74.870,4840.23,1472.20,2062,426.3,CUTLASS
tp8,16384,3456,5120,100.035,5796.18,1703.26,2062,425.9,CUBLASLT
tp8,16384,3456,5120,111.757,5188.23,1524.61,2062,419.7,CUTLASS
tp8,20480,3456,5120,123.075,5888.89,1710.29,2062,425.2,CUBLASLT
tp8,20480,3456,5120,134.547,5386.78,1564.46,2062,425.2,CUTLASS
