variant,m,n,k,us,tflops,gbps,sm_mhz,power_w,backend
nsa,8192,32768,1024,128.871,4265.94,4349.03,2062,426.7,CUTLASS
nsa,10240,32768,1024,162.525,4228.24,4281.56,2062,415.6,CUBLASLT
nsa,10240,32768,1024,162.365,4232.41,4285.78,2062,418.1,CUTLASS
nsa,16384,32768,1024,251.431,4373.02,4383.12,2062,443.9,CUBLASLT
nsa,16384,32768,1024,266.222,4130.06,4139.60,2062,434.1,CUTLASS
nsa,20480,32768,1024,309.889,4435.10,4430.13,2062,400.2,CUBLASLT
nsa,20480,32768,1024,329.853,4166.67,4162.00,2062,407.2,CUTLASS
swa,1,16384,1024,6.192,5.42,1530.79,2062,447.4,CUBLASLT
swa,1,16384,1024,9.280,3.62,1021.41,2062,447.1,CUTLASS
swa,2,16384,1024,6.381,10.52,1490.67,2062,454.7,CUBLASLT
swa,2,16384,1024,9.334,7.19,1019.06,2062,454.7,CUTLASS
swa,4,16384,1024,5.910,22.71,1620.73,2062,453.2,CUBLASLT
swa,4,16384,1024,9.190,14.60,1042.27,2062,453.5,CUTLASS
swa,8,16384,1024,5.926,45.30,1638.81,2062,453.2,CUBLASLT
swa,8,16384,1024,9.232,29.08,1051.95,2062,453.2,CUTLASS
swa,16,16384,1024,5.994,89.57,1664.64,2062,440.6,CUBLASLT
swa,16,16384,1024,9.155,58.64,1089.88,2062,454.0,CUTLASS
swa,32,16384,1024,6.045,177.62,1738.68,2062,436.4,CUBLASLT
swa,32,16384,1024,9.171,117.08,1146.04,2062,439.8,CUTLASS
swa,64,16384,1024,5.866,366.09,1973.29,2062,437.1,CUBLASLT
swa,64,16384,1024,9.242,232.36,1252.47,2062,436.4,CUTLASS
swa,128,16384,1024,6.000,715.83,2284.20,2062,430.6,CUBLASLT
swa,128,16384,1024,9.773,439.47,1402.36,2062,434.4,CUTLASS
swa,129,16384,1024,7.104,609.31,1935.06,2062,419.0,CUBLASLT
swa,129,16384,1024,9.312,464.83,1476.23,2062,401.8,CUTLASS
swa,256,16384,1024,7.069,1215.16,2542.54,2062,425.5,CUBLASLT
swa,256,16384,1024,9.696,885.93,1853.68,2062,429.8,CUTLASS
swa,257,16384,1024,7.363,1171.19,2446.65,2062,433.4,CUBLASLT
swa,257,16384,1024,9.485,909.17,1899.29,2062,419.0,CUTLASS
swa,512,16384,1024,7.866,2184.07,3370.11,2062,439.7,CUBLASLT
swa,512,16384,1024,9.600,1789.57,2761.39,2062,438.7,CUTLASS
swa,513,16384,1024,9.046,1902.88,2935.09,2062,447.4,CUBLASLT
swa,513,16384,1024,12.733,1351.87,2085.19,2062,447.4,CUTLASS
swa,1024,16384,1024,12.295,2794.61,3544.65,2062,412.3,CUBLASLT
swa,1024,16384,1024,15.018,2287.90,2901.95,2062,425.1,CUTLASS
swa,1536,16384,1024,16.013,3218.61,3787.77,2062,448.8,CUBLASLT
swa,1536,16384,1024,16.989,3033.70,3570.17,2062,448.4,CUTLASS
swa,2048,16384,1024,18.701,3674.64,4156.23,2062,409.7,CUBLASLT
swa,2048,16384,1024,21.936,3132.73,3543.29,2062,412.3,CUTLASS
swa,4096,16384,1024,34.016,4040.42,4292.52,2062,407.6,CUBLASLT
swa,4096,16384,1024,37.680,3647.53,3875.11,2062,409.6,CUTLASS
swa,5120,16384,1024,40.839,4206.73,4411.43,2062,462.3,CUBLASLT
swa,5120,16384,1024,45.331,3789.87,3974.29,2062,451.2,CUTLASS
swa,8192,16384,1024,65.658,4186.51,4303.99,2062,404.9,CUBLASLT
swa,8192,16384,1024,66.970,4104.49,4219.67,2062,406.4,CUTLASS
swa,10240,16384,1024,85.104,4037.38,4122.95,2062,460.7,CUBLASLT
swa,10240,16384,1024,82.912,4144.12,4231.95,2062,462.1,CUTLASS
swa,16384,16384,1024,128.816,4267.76,4314.26,2062,406.6,CUBLASLT
swa,16384,16384,1024,129.159,4256.43,4302.80,2062,404.2,CUTLASS
swa,20480,16384,1024,159.827,4299.62,4331.70,2062,446.1,CUBLASLT
swa,20480,16384,1024,158.912,4324.37,4356.64,2062,459.4,CUTLASS
